date,division,store_id,product_category,sku_id,sku_name,basket_driver,cold_chain,dc_on_hand,in_store_stock_start,in_store_stock_end,oos_flag
6/21/2025,1,7,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1569,124,100,0
6/21/2025,1,7,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,70,66,0
6/21/2025,1,7,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,109,106,0
6/21/2025,1,7,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,75,73,0
6/21/2025,1,8,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1555,147,135,0
6/21/2025,1,8,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1397,121,100,0
6/21/2025,1,8,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,166,148,0
6/21/2025,1,8,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2206,143,133,0
6/21/2025,1,8,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1569,91,67,0
6/21/2025,1,8,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,144,116,0
6/21/2025,1,8,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,140,134,0
6/21/2025,1,8,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,103,99,0
6/21/2025,1,9,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1493,118,135,0
6/21/2025,1,9,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,68,75,0
6/21/2025,1,9,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,93,80,0
6/21/2025,1,9,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2206,186,165,0
6/21/2025,1,9,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1569,112,96,0
6/21/2025,1,9,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,91,72,0
6/21/2025,1,9,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,168,165,0
6/21/2025,1,9,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,147,144,0
6/21/2025,1,14,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1438,119,135,0
6/21/2025,1,14,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,192,163,0
6/21/2025,1,14,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,106,88,0
6/21/2025,1,14,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2206,133,113,0
6/21/2025,1,14,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,64,60,0
6/21/2025,1,14,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,108,81,0
6/21/2025,1,14,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,58,54,0
6/21/2025,1,14,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,130,127,0
6/21/2025,1,15,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1406,152,135,0
6/21/2025,1,15,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,118,83,0
6/21/2025,1,15,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,66,53,0
6/21/2025,1,15,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2206,104,79,0
6/21/2025,1,15,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,195,178,0
6/21/2025,1,15,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,130,103,0
6/21/2025,1,15,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,104,98,0
6/21/2025,1,15,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,177,171,0
6/21/2025,1,16,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1375,151,135,0
6/21/2025,1,16,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,167,150,0
6/21/2025,1,16,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,86,71,0
6/21/2025,1,16,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2206,117,97,0
6/21/2025,1,16,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,85,62,0
6/21/2025,1,16,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,113,94,0
6/21/2025,1,16,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,193,187,0
6/21/2025,1,16,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,187,180,0
6/21/2025,1,18,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1312,117,135,0
6/21/2025,1,18,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,199,171,0
6/21/2025,1,18,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,159,146,0
6/21/2025,1,18,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2206,199,173,0
6/21/2025,1,18,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,152,127,0
6/21/2025,1,18,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,142,122,0
6/21/2025,1,18,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,106,100,0
6/21/2025,1,18,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,85,78,0
6/21/2025,1,21,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1312,180,138,0
6/21/2025,1,21,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,176,151,0
6/21/2025,1,21,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,73,54,0
6/21/2025,1,21,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2190,62,54,0
6/21/2025,1,21,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,78,60,0
6/21/2025,1,21,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,89,66,0
6/21/2025,1,21,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,90,86,0
6/21/2025,1,21,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,158,156,0
6/21/2025,1,23,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1207,66,135,0
6/21/2025,1,23,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,148,119,0
6/21/2025,1,23,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,147,131,0
6/21/2025,1,23,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2190,169,160,0
6/21/2025,1,23,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,185,165,0
6/21/2025,1,23,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,114,92,0
6/21/2025,1,23,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,191,187,0
6/21/2025,1,23,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,52,47,0
6/21/2025,1,28,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1111,79,135,0
6/21/2025,1,28,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1370,187,159,0
6/21/2025,1,28,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,118,100,0
6/21/2025,1,28,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2190,137,118,0
6/21/2025,1,28,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,78,62,0
6/21/2025,1,28,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,125,99,0
6/21/2025,1,28,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,161,159,0
6/21/2025,1,28,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,90,86,0
6/21/2025,1,29,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1098,166,135,0
6/21/2025,1,29,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,50,75,0
6/21/2025,1,29,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,117,101,0
6/21/2025,1,29,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2190,178,170,0
6/21/2025,1,29,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,95,73,0
6/21/2025,1,29,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,179,151,0
6/21/2025,1,29,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,77,74,0
6/21/2025,1,29,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,126,118,0
6/21/2025,1,31,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1098,179,141,0
6/21/2025,1,31,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,100,83,0
6/21/2025,1,31,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1914,89,80,0
6/21/2025,1,31,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2190,145,135,0
6/21/2025,1,31,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,91,66,0
6/21/2025,1,31,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,188,161,0
6/21/2025,1,31,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,185,178,0
6/21/2025,1,31,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,50,41,0
6/21/2025,1,33,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,1045,132,135,0
6/21/2025,1,33,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,175,150,0
6/21/2025,1,33,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,54,45,0
6/21/2025,1,33,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2190,78,61,0
6/21/2025,1,33,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,142,115,0
6/21/2025,1,33,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2635,128,96,0
6/21/2025,1,33,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,111,103,0
6/21/2025,1,33,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,64,62,0
6/21/2025,1,35,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,977,111,135,0
6/21/2025,1,35,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,195,172,0
6/21/2025,1,35,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,70,60,0
6/21/2025,1,35,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2188,71,54,0
6/21/2025,1,35,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,174,162,0
6/21/2025,1,35,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2611,67,66,0
6/21/2025,1,35,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,186,177,0
6/21/2025,1,35,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,82,77,0
6/21/2025,1,37,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,893,82,135,0
6/21/2025,1,37,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,171,153,0
6/21/2025,1,37,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,190,172,0
6/21/2025,1,37,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2188,92,63,0
6/21/2025,1,37,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,117,100,0
6/21/2025,1,37,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2611,185,172,0
6/21/2025,1,37,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,158,150,0
6/21/2025,1,37,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,104,98,0
6/21/2025,1,38,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,893,188,144,0
6/21/2025,1,38,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,101,75,0
6/21/2025,1,38,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,129,112,0
6/21/2025,1,38,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2188,152,137,0
6/21/2025,1,38,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,145,123,0
6/21/2025,1,38,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2611,162,130,0
6/21/2025,1,38,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,182,177,0
6/21/2025,1,38,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,165,160,0
6/21/2025,1,41,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,785,80,135,0
6/21/2025,1,41,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,113,89,0
6/21/2025,1,41,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,107,87,0
6/21/2025,1,41,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2183,66,54,0
6/21/2025,1,41,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1553,136,106,0
6/21/2025,1,41,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2582,55,66,0
6/21/2025,1,41,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,200,192,0
6/21/2025,1,41,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,191,187,0
6/21/2025,1,43,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,708,108,135,0
6/21/2025,1,43,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,200,172,0
6/21/2025,1,43,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,106,96,0
6/21/2025,1,43,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2164,51,54,0
6/21/2025,1,43,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1543,68,60,0
6/21/2025,1,43,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2552,65,66,0
6/21/2025,1,43,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,108,99,0
6/21/2025,1,43,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,67,62,0
6/21/2025,1,45,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,598,58,135,0
6/21/2025,1,45,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1321,134,116,0
6/21/2025,1,45,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,68,58,0
6/21/2025,1,45,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2164,181,168,0
6/21/2025,1,45,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1543,110,83,0
6/21/2025,1,45,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2552,121,97,0
6/21/2025,1,45,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,174,172,0
6/21/2025,1,45,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,104,102,0
6/21/2025,1,47,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,598,188,152,0
6/21/2025,1,47,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1309,83,75,0
6/21/2025,1,47,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,196,181,0
6/21/2025,1,47,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2164,197,177,0
6/21/2025,1,47,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1543,171,160,0
6/21/2025,1,47,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2552,112,95,0
6/21/2025,1,47,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,171,165,0
6/21/2025,1,47,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,154,149,0
6/21/2025,1,48,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,517,98,135,0
6/21/2025,1,48,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1287,74,75,0
6/21/2025,1,48,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,74,61,0
6/21/2025,1,48,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2164,160,144,0
6/21/2025,1,48,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1543,140,122,0
6/21/2025,1,48,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2552,158,129,0
6/21/2025,1,48,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,155,148,0
6/21/2025,1,48,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,169,167,0
6/21/2025,1,50,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,397,63,135,0
6/21/2025,1,50,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1260,75,75,0
6/21/2025,1,50,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,65,56,0
6/21/2025,1,50,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2164,153,139,0
6/21/2025,1,50,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1543,136,121,0
6/21/2025,1,50,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2549,77,66,0
6/21/2025,1,50,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,113,105,0
6/21/2025,1,50,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,99,93,0
6/22/2025,1,2,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,356,135,135,0
6/22/2025,1,2,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1260,129,104,0
6/22/2025,1,2,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1910,127,118,0
6/22/2025,1,2,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2164,102,87,0
6/22/2025,1,2,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1532,64,60,0
6/22/2025,1,2,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2549,88,66,0
6/22/2025,1,2,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,131,127,0
6/22/2025,1,2,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,72,66,0
6/22/2025,1,3,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,314,135,135,0
6/22/2025,1,3,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1260,128,110,0
6/22/2025,1,3,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1897,55,45,0
6/22/2025,1,3,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2164,130,120,0
6/22/2025,1,3,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1532,119,98,0
6/22/2025,1,3,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2549,95,79,0
6/22/2025,1,3,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,54,49,0
6/22/2025,1,3,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,161,156,0
6/22/2025,1,6,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,293,158,135,0
6/22/2025,1,6,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1231,75,75,0
6/22/2025,1,6,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1897,127,115,0
6/22/2025,1,6,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2149,55,54,0
6/22/2025,1,6,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1532,167,140,0
6/22/2025,1,6,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2549,100,76,0
6/22/2025,1,6,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,139,132,0
6/22/2025,1,6,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,194,192,0
6/22/2025,1,7,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,247,135,135,0
6/22/2025,1,7,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1199,75,75,0
6/22/2025,1,7,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1878,45,45,0
6/22/2025,1,7,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2149,96,73,0
6/22/2025,1,7,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1532,100,81,0
6/22/2025,1,7,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2533,66,66,0
6/22/2025,1,7,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,106,99,0
6/22/2025,1,7,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,73,68,0
6/22/2025,1,8,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,200,135,135,0
6/22/2025,1,8,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1197,100,75,0
6/22/2025,1,8,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,1878,148,132,0
6/22/2025,1,8,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,2149,133,108,0
6/22/2025,1,8,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,1524,67,60,0
6/22/2025,1,8,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,2533,116,93,0
6/22/2025,1,8,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2780,134,124,0
6/22/2025,1,8,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1013,99,97,0
6/22/2025,1,9,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,158,135,135,0
6/22/2025,1,9,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,1174,75,75,0
