date,division,store_id,product_category,sku_id,sku_name,basket_driver,cold_chain,sales_units
6/21/2025,1,14,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,39
6/21/2025,1,14,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,29
6/21/2025,1,14,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,18
6/21/2025,1,14,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,20
6/21/2025,1,14,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,20
6/21/2025,1,14,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,27
6/21/2025,1,14,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,4
6/21/2025,1,14,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,3
6/21/2025,1,15,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,49
6/21/2025,1,15,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,35
6/21/2025,1,15,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,13
6/21/2025,1,15,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,25
6/21/2025,1,15,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,17
6/21/2025,1,15,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,27
6/21/2025,1,15,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,6
6/21/2025,1,15,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,6
6/21/2025,1,16,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,47
6/21/2025,1,16,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,17
6/21/2025,1,16,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,15
6/21/2025,1,16,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,20
6/21/2025,1,16,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,23
6/21/2025,1,16,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,19
6/21/2025,1,16,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,6
6/21/2025,1,16,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,7
6/21/2025,1,18,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,45
6/21/2025,1,18,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,28
6/21/2025,1,18,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,13
6/21/2025,1,18,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,26
6/21/2025,1,18,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,25
6/21/2025,1,18,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,20
6/21/2025,1,18,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,6
6/21/2025,1,18,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,7
6/21/2025,1,21,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,42
6/21/2025,1,21,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,25
6/21/2025,1,21,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,19
6/21/2025,1,21,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,24
6/21/2025,1,21,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,18
6/21/2025,1,21,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,23
6/21/2025,1,21,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,4
6/21/2025,1,21,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/21/2025,1,23,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,36
6/21/2025,1,23,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,29
6/21/2025,1,23,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,16
6/21/2025,1,23,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,9
6/21/2025,1,23,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,20
6/21/2025,1,23,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,22
6/21/2025,1,23,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,4
6/21/2025,1,23,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,5
6/21/2025,1,28,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,40
6/21/2025,1,28,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,28
6/21/2025,1,28,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,18
6/21/2025,1,28,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,19
6/21/2025,1,28,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,16
6/21/2025,1,28,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,26
6/21/2025,1,28,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2
6/21/2025,1,28,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,4
6/21/2025,1,29,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,44
6/21/2025,1,29,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,24
6/21/2025,1,29,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,16
6/21/2025,1,29,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,8
6/21/2025,1,29,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,22
6/21/2025,1,29,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,28
6/21/2025,1,29,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,3
6/21/2025,1,29,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,8
6/21/2025,1,31,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,38
6/21/2025,1,31,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,17
6/21/2025,1,31,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,9
6/21/2025,1,31,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,10
6/21/2025,1,31,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,25
6/21/2025,1,31,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,27
6/21/2025,1,31,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,7
6/21/2025,1,31,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,9
6/21/2025,1,33,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,50
6/21/2025,1,33,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,25
6/21/2025,1,33,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,13
6/21/2025,1,33,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,17
6/21/2025,1,33,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,27
6/21/2025,1,33,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,32
6/21/2025,1,33,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,8
6/21/2025,1,33,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/21/2025,1,35,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,44
6/21/2025,1,35,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,23
6/21/2025,1,35,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,10
6/21/2025,1,35,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,19
6/21/2025,1,35,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,12
6/21/2025,1,35,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,25
6/21/2025,1,35,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,9
6/21/2025,1,35,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,5
6/21/2025,1,37,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,31
6/21/2025,1,37,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,18
6/21/2025,1,37,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,18
6/21/2025,1,37,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,29
6/21/2025,1,37,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,17
6/21/2025,1,37,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,13
6/21/2025,1,37,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,8
6/21/2025,1,37,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,6
6/21/2025,1,38,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,44
6/21/2025,1,38,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,26
6/21/2025,1,38,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,17
6/21/2025,1,38,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,15
6/21/2025,1,38,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,22
6/21/2025,1,38,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,32
6/21/2025,1,38,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,5
6/21/2025,1,38,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,5
6/21/2025,1,41,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,53
6/21/2025,1,41,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,24
6/21/2025,1,41,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,20
6/21/2025,1,41,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,17
6/21/2025,1,41,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,30
6/21/2025,1,41,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,18
6/21/2025,1,41,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,8
6/21/2025,1,41,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,4
6/21/2025,1,43,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,50
6/21/2025,1,43,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,28
6/21/2025,1,43,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,10
6/21/2025,1,43,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,16
6/21/2025,1,43,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,18
6/21/2025,1,43,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,29
6/21/2025,1,43,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,9
6/21/2025,1,43,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,5
6/21/2025,1,45,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,33
6/21/2025,1,45,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,18
6/21/2025,1,45,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,10
6/21/2025,1,45,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,13
6/21/2025,1,45,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,27
6/21/2025,1,45,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,24
6/21/2025,1,45,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,2
6/21/2025,1,45,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/21/2025,1,47,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,36
6/21/2025,1,47,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,20
6/21/2025,1,47,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,15
6/21/2025,1,47,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,20
6/21/2025,1,47,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,11
6/21/2025,1,47,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,17
6/21/2025,1,47,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,6
6/21/2025,1,47,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,5
6/21/2025,1,48,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,44
6/21/2025,1,48,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,21
6/21/2025,1,48,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,13
6/21/2025,1,48,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,16
6/21/2025,1,48,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,18
6/21/2025,1,48,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,29
6/21/2025,1,48,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,7
6/21/2025,1,48,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/21/2025,1,50,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,48
6/21/2025,1,50,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,27
6/21/2025,1,50,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,9
6/21/2025,1,50,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,14
6/21/2025,1,50,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,15
6/21/2025,1,50,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,14
6/21/2025,1,50,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,8
6/21/2025,1,50,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,6
6/22/2025,1,2,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,41
6/22/2025,1,2,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,25
6/22/2025,1,2,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,9
6/22/2025,1,2,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,15
6/22/2025,1,2,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,15
6/22/2025,1,2,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,22
6/22/2025,1,2,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,4
6/22/2025,1,2,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,6
6/22/2025,1,3,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,42
6/22/2025,1,3,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,18
6/22/2025,1,3,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,23
6/22/2025,1,3,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,10
6/22/2025,1,3,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,21
6/22/2025,1,3,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,16
6/22/2025,1,3,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,5
6/22/2025,1,3,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,5
6/22/2025,1,6,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,44
6/22/2025,1,6,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,29
6/22/2025,1,6,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,12
6/22/2025,1,6,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,16
6/22/2025,1,6,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,27
6/22/2025,1,6,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,24
6/22/2025,1,6,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,7
6/22/2025,1,6,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/22/2025,1,7,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,46
6/22/2025,1,7,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,32
6/22/2025,1,7,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,19
6/22/2025,1,7,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,23
6/22/2025,1,7,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,19
6/22/2025,1,7,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,16
6/22/2025,1,7,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,7
6/22/2025,1,7,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,5
6/22/2025,1,8,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,47
6/22/2025,1,8,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,27
6/22/2025,1,8,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,16
6/22/2025,1,8,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,25
6/22/2025,1,8,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,15
6/22/2025,1,8,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,23
6/22/2025,1,8,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,10
6/22/2025,1,8,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/22/2025,1,9,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,42
6/22/2025,1,9,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,23
6/22/2025,1,9,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,22
6/22/2025,1,9,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,16
6/22/2025,1,9,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,19
6/22/2025,1,9,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,21
6/22/2025,1,9,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,7
6/22/2025,1,9,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,3
6/22/2025,1,14,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,43
6/22/2025,1,14,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,26
6/22/2025,1,14,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,18
6/22/2025,1,14,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,24
6/22/2025,1,14,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,15
6/22/2025,1,14,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,22
6/22/2025,1,14,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,5
6/22/2025,1,14,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/22/2025,1,15,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,42
6/22/2025,1,15,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,27
6/22/2025,1,15,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,18
6/22/2025,1,15,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,14
6/22/2025,1,15,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,24
6/22/2025,1,15,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,24
6/22/2025,1,15,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,7
6/22/2025,1,15,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,2
6/22/2025,1,16,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,34
6/22/2025,1,16,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,26
6/22/2025,1,16,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,13
6/22/2025,1,16,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,16
6/22/2025,1,16,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,FALSE,TRUE,17
6/22/2025,1,16,Produce,SKU-BER-001,Berries Strawberries 1lb,FALSE,TRUE,21
6/22/2025,1,16,Seasonal,SKU-WML-001,Watermelon Seedless Whole,FALSE,FALSE,9
6/22/2025,1,16,Seasonal,SKU-PUM-001,Pumpkin Carving Medium,FALSE,FALSE,1
6/22/2025,1,18,Produce,SKU-BAN-001,Bananas Cavendish 1lb,TRUE,FALSE,46
6/22/2025,1,18,Produce,SKU-APP-001,Apples Gala 3lb,TRUE,FALSE,21
6/22/2025,1,18,Produce,SKU-APP-002,Apples Honeycrisp 2lb,FALSE,FALSE,15
6/22/2025,1,18,Produce,SKU-ORG-001,Oranges Navel 4lb,FALSE,FALSE,15
