date,division,store_id,product_category,sku_id,sku_name,store_po_id,store_po_qty
6/21/2025,1,48,Produce,SKU-APP-001,Apples Gala 3lb,STPO-F8CA3FC9,22
6/21/2025,1,41,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-FAB41EB3,5
6/21/2025,1,43,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-FB09F738,10
6/21/2025,1,33,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-FD340908,53
6/21/2025,1,48,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-FDADC476,81
6/22/2025,1,50,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-003D17F4,0
6/22/2025,1,41,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-00FFC453,0
6/22/2025,1,47,Produce,SKU-APP-001,Apples Gala 3lb,STPO-08AAFD42,25
6/22/2025,1,8,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-12FACC49,8
6/22/2025,1,41,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-171BAFC0,16
6/22/2025,1,33,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-203D93E0,20
6/22/2025,1,28,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-28151134,26
6/22/2025,1,47,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-2F3580D4,0
6/22/2025,1,3,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-2F87EB1B,42
6/22/2025,1,35,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-353362B4,28
6/22/2025,1,29,Produce,SKU-APP-001,Apples Gala 3lb,STPO-35F7DD77,18
6/22/2025,1,14,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-38632358,7
6/22/2025,1,48,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-393752B7,4
6/22/2025,1,7,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-3AC8BE12,16
6/22/2025,1,14,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-408E4098,43
6/22/2025,1,9,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-43A9D08C,42
6/22/2025,1,8,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-44E0F877,47
6/22/2025,1,50,Produce,SKU-APP-001,Apples Gala 3lb,STPO-49BCC10E,27
6/22/2025,1,33,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-4DA1496F,2
6/22/2025,1,45,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-4FBA71ED,0
6/22/2025,1,33,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-4FFA27BE,14
6/22/2025,1,6,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-5033FEE9,15
6/22/2025,1,48,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-58A122EB,0
6/22/2025,1,3,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-5C1A61C6,13
6/22/2025,1,8,Produce,SKU-APP-001,Apples Gala 3lb,STPO-5FB6BDBC,2
6/22/2025,1,29,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-60CA64CC,0
6/22/2025,1,41,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-6337B2B3,21
6/22/2025,1,21,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-6975FE6D,0
6/22/2025,1,45,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-6F3E8446,1
6/22/2025,1,43,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-79C1C490,16
6/22/2025,1,9,Produce,SKU-APP-001,Apples Gala 3lb,STPO-7C2CF31C,23
6/22/2025,1,41,Produce,SKU-APP-001,Apples Gala 3lb,STPO-82EA0B6B,13
6/22/2025,1,9,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-831DC3D9,15
6/22/2025,1,37,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-837EDE4E,0
6/22/2025,1,35,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-858AD576,18
6/22/2025,1,31,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-85E577A2,0
6/22/2025,1,16,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-898CC367,34
6/22/2025,1,16,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-8AF2B940,15
6/22/2025,1,50,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-8F5A50B3,5
6/22/2025,1,43,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-8FC57FC9,24
6/22/2025,1,2,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-95D49437,11
6/22/2025,1,48,Produce,SKU-APP-001,Apples Gala 3lb,STPO-977BAF48,26
6/22/2025,1,15,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-97C2A803,10
6/22/2025,1,43,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-9BD7E724,24
6/22/2025,1,43,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-9CDB6B8D,0
6/22/2025,1,29,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-A1A72D44,4
6/22/2025,1,23,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-A248A90E,0
6/22/2025,1,15,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-A42D3985,42
6/22/2025,1,21,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-A850DB0A,21
6/22/2025,1,14,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-A9996294,15
6/22/2025,1,7,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-C2054EBC,19
6/22/2025,1,21,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-CD2C24A3,20
6/22/2025,1,38,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-D674EB99,0
6/22/2025,1,18,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-DC0D10C6,39
6/22/2025,1,50,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-DF521DEB,18
6/22/2025,1,7,Produce,SKU-APP-001,Apples Gala 3lb,STPO-E28ACDA8,32
6/22/2025,1,33,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-E682AF38,0
6/22/2025,1,28,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-E724BE6D,0
6/22/2025,1,15,Produce,SKU-APP-001,Apples Gala 3lb,STPO-EA1DA808,19
6/22/2025,1,21,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-EB623CFF,21
6/22/2025,1,6,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-EC0410B7,21
6/22/2025,1,31,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-ED930A1C,17
6/22/2025,1,37,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-EE451997,9
6/22/2025,1,7,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-F1DB0FEE,46
6/22/2025,1,31,Produce,SKU-APP-001,Apples Gala 3lb,STPO-F37501E7,15
6/22/2025,1,6,Produce,SKU-APP-001,Apples Gala 3lb,STPO-F63E2605,29
6/22/2025,1,38,Produce,SKU-APP-001,Apples Gala 3lb,STPO-F89B4D03,19
6/22/2025,1,2,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-FBDE928E,41
6/22/2025,1,35,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-FC9D5F30,0
6/23/2025,1,21,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-01AF2533,0
6/23/2025,1,6,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-02E72FE7,0
6/23/2025,1,7,Produce,SKU-APP-001,Apples Gala 3lb,STPO-05AFC8F0,20
6/23/2025,1,21,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-06D059B5,14
6/23/2025,1,15,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-079EF56F,11
6/23/2025,1,37,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-1058AF21,9
6/23/2025,1,38,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-15CB383F,0
6/23/2025,1,47,Produce,SKU-APP-001,Apples Gala 3lb,STPO-1B75389F,17
6/23/2025,1,43,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-1BA030B8,0
6/23/2025,1,9,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-1C62BCA0,1
6/23/2025,1,16,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-1E3376AB,0
6/23/2025,1,9,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-279A342A,22
6/23/2025,1,8,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-3400B313,0
6/23/2025,1,50,Produce,SKU-APP-001,Apples Gala 3lb,STPO-3984988C,37
6/23/2025,1,45,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-4374A071,14
6/23/2025,1,14,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-47E9843E,0
6/23/2025,1,48,Produce,SKU-APP-001,Apples Gala 3lb,STPO-4B2C9EC5,25
6/23/2025,1,33,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-4CA91A51,19
6/23/2025,1,21,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-4FCF8919,27
6/23/2025,1,29,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-55D77D6E,23
6/23/2025,1,45,Produce,SKU-APP-001,Apples Gala 3lb,STPO-571BB54A,4
6/23/2025,1,41,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-583816E7,0
6/23/2025,1,33,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-58439BED,0
6/23/2025,1,16,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-5889F052,21
6/23/2025,1,48,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-59BAD20F,0
6/23/2025,1,48,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-5AAE031B,23
6/23/2025,1,35,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-5EF20929,17
6/23/2025,1,47,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-62AE8CDE,0
6/23/2025,1,15,Produce,SKU-APP-001,Apples Gala 3lb,STPO-65B34524,26
6/23/2025,1,8,Produce,SKU-APP-001,Apples Gala 3lb,STPO-66B5BD7F,29
6/23/2025,1,7,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-66B7ABAD,1
6/23/2025,1,21,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-689213C1,10
6/23/2025,1,2,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-68F44C37,0
6/23/2025,1,31,Produce,SKU-APP-001,Apples Gala 3lb,STPO-6A9EB83C,24
6/23/2025,1,23,Produce,SKU-APP-001,Apples Gala 3lb,STPO-6BBCF6BC,7
6/23/2025,1,3,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-6FAA344F,15
6/23/2025,1,18,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-7189C0D7,0
6/23/2025,1,7,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-75169516,32
6/23/2025,1,15,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-768D93B7,0
6/23/2025,1,29,Produce,SKU-APP-001,Apples Gala 3lb,STPO-7CFA46E6,15
6/23/2025,1,41,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-7FA746D2,22
6/23/2025,1,38,Produce,SKU-APP-001,Apples Gala 3lb,STPO-81595C02,21
6/23/2025,1,33,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-83FC1E94,29
6/23/2025,1,7,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-84AA2324,26
6/23/2025,1,3,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-89D6583E,0
6/23/2025,1,31,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-90966882,0
6/23/2025,1,14,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-91B5B634,17
6/23/2025,1,50,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-927C8867,19
6/23/2025,1,50,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-92C7B7E4,0
6/23/2025,1,45,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-9B7FC0DD,16
6/23/2025,1,43,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-9FFC4267,20
6/23/2025,1,35,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-A1709DD8,15
6/23/2025,1,50,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-A520B475,7
6/23/2025,1,33,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-A5480D7F,25
6/23/2025,1,35,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-A5C067CE,14
6/23/2025,1,45,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-A73E32A5,20
6/23/2025,1,43,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-AC7EB3BB,26
6/23/2025,1,15,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-B040D4DB,5
6/23/2025,1,37,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-B4240720,20
6/23/2025,1,37,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-B623C20A,0
6/23/2025,1,45,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-B754DD8A,0
6/23/2025,1,35,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-B982CF2D,0
6/23/2025,1,23,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-BD6BA179,0
6/23/2025,1,9,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-C17AE567,3
6/23/2025,1,2,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-C2E7A094,17
6/23/2025,1,9,Produce,SKU-APP-001,Apples Gala 3lb,STPO-C7BBB4C5,21
6/23/2025,1,41,Produce,SKU-APP-001,Apples Gala 3lb,STPO-CC3BBBEC,19
6/23/2025,1,21,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-CE1FBB4C,28
6/23/2025,1,7,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-CE3030A7,0
6/23/2025,1,9,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-CE357746,0
6/23/2025,1,23,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-D6EA0EB7,19
6/23/2025,1,7,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-D76C92DD,5
6/23/2025,1,15,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-D983617C,25
6/23/2025,1,43,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-DB65DCAF,17
6/23/2025,1,2,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-DBE6E3F7,27
6/23/2025,1,16,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-E0FC5D0F,18
6/23/2025,1,14,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-E1858D4F,27
6/23/2025,1,28,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-E3CF0AA3,0
6/23/2025,1,3,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-E45ED303,12
6/23/2025,1,6,Produce,SKU-APP-001,Apples Gala 3lb,STPO-E98886FA,25
6/23/2025,1,16,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-EC1BD5A5,3
6/23/2025,1,28,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-EF9604BF,12
6/23/2025,1,29,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-EFD731AD,0
6/23/2025,1,6,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-F0DB645D,17
6/23/2025,1,8,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-F11091EF,19
6/23/2025,1,31,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-F22B4122,31
6/23/2025,1,41,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-FF09ECE2,24
6/23/2025,1,28,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-FF960C23,11
6/24/2025,1,3,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-028ACA42,28
6/24/2025,1,50,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-074AF68C,17
6/24/2025,1,48,Produce,SKU-APP-001,Apples Gala 3lb,STPO-09E63E05,28
6/24/2025,1,28,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-0A74FD71,0
6/24/2025,1,21,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-0AEA9104,0
6/24/2025,1,37,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-0B34CFBB,18
6/24/2025,1,28,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-0F24564E,23
6/24/2025,1,31,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-16070910,20
6/24/2025,1,6,Produce,SKU-APP-001,Apples Gala 3lb,STPO-1647AC27,19
6/24/2025,1,8,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-17FB856B,20
6/24/2025,1,43,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-18A76320,0
6/24/2025,1,23,Produce,SKU-APP-001,Apples Gala 3lb,STPO-1E645E29,21
6/24/2025,1,3,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-231DFBD6,8
6/24/2025,1,50,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-242ADED1,20
6/24/2025,1,47,Produce,SKU-APP-001,Apples Gala 3lb,STPO-25424460,21
6/24/2025,1,48,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-27A44ADC,17
6/24/2025,1,35,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-2A890FE4,23
6/24/2025,1,16,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-2BA057E0,21
6/24/2025,1,7,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-2BAB52E5,0
6/24/2025,1,43,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-2CF8EF5A,21
6/24/2025,1,31,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-2FED6D1D,10
6/24/2025,1,33,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-30EA36C5,24
6/24/2025,1,21,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-34D28C00,20
6/24/2025,1,33,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-361EBBCF,20
6/24/2025,1,2,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-38021918,19
6/24/2025,1,37,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-3834685E,23
6/24/2025,1,15,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-39658440,15
6/24/2025,1,35,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-3C1FF27E,10
6/24/2025,1,33,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-3C5B1F75,24
6/24/2025,1,33,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-3C6B5967,6
6/24/2025,1,50,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-3C941F31,4
6/24/2025,1,9,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-3E76DDF9,25
6/24/2025,1,3,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-3F4A388B,0
6/24/2025,1,21,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-3FB1F9A3,17
6/24/2025,1,2,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-3FBDA46A,18
6/24/2025,1,41,Produce,SKU-APP-001,Apples Gala 3lb,STPO-42488A5C,29
6/24/2025,1,43,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-42B63F42,19
6/24/2025,1,48,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-431F3A1C,13
6/24/2025,1,41,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-493DB8EE,14
6/24/2025,1,50,Produce,SKU-APP-001,Apples Gala 3lb,STPO-4E407938,29
6/24/2025,1,31,Produce,SKU-APP-001,Apples Gala 3lb,STPO-4EFC03CC,28
6/24/2025,1,18,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-5074F79C,1
6/24/2025,1,9,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-52BA06BE,22
6/24/2025,1,23,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-59807EEB,15
6/24/2025,1,16,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-5C2E405C,12
6/24/2025,1,45,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-61BBDB8D,0
6/24/2025,1,38,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-6377218A,0
6/24/2025,1,28,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-64920994,1
6/24/2025,1,48,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-6620CAF7,0
6/24/2025,1,7,Produce,SKU-APP-001,Apples Gala 3lb,STPO-73491B7A,19
6/24/2025,1,21,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-740413E9,22
6/24/2025,1,9,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-741122FE,13
6/24/2025,1,33,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-77D36AF6,0
6/24/2025,1,8,Produce,SKU-APP-001,Apples Gala 3lb,STPO-795EA966,20
6/24/2025,1,9,Produce,SKU-APP-001,Apples Gala 3lb,STPO-7F1CE48A,27
6/24/2025,1,29,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-806E07C9,0
6/24/2025,1,31,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-80E6772A,0
6/24/2025,1,21,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-83038131,16
6/24/2025,1,14,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-84CB761A,0
6/24/2025,1,7,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-84EFF278,13
6/24/2025,1,2,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-857B9001,0
6/24/2025,1,48,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-8690B5A4,7
6/24/2025,1,45,Produce,SKU-APP-002,Apples Honeycrisp 2lb,STPO-8A3EF9B1,16
6/24/2025,1,50,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-8A9140AA,0
6/24/2025,1,38,Produce,SKU-LEF-001,Leafy Greens Spinach 10oz,STPO-8AFEB5B9,4
6/24/2025,1,35,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-8B655713,20
6/24/2025,1,14,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-906F845E,21
6/24/2025,1,15,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-9195812C,0
6/24/2025,1,37,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-9345C531,0
6/24/2025,1,7,Produce,SKU-BER-001,Berries Strawberries 1lb,STPO-94FB237F,21
6/24/2025,1,6,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-97274112,14
6/24/2025,1,47,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-9806130D,0
6/24/2025,1,33,Produce,SKU-APP-001,Apples Gala 3lb,STPO-99E65CA0,12
6/24/2025,1,2,Produce,SKU-APP-001,Apples Gala 3lb,STPO-9FC6D617,14
6/24/2025,1,9,Produce,SKU-BAN-001,Bananas Cavendish 1lb,STPO-AC20C73A,0
6/24/2025,1,16,Produce,SKU-APP-001,Apples Gala 3lb,STPO-AE1C729E,2
6/24/2025,1,41,Produce,SKU-ORG-001,Oranges Navel 4lb,STPO-B305E2F2,20
