division,store_id,date,sku_id,sku_name,reason_level_1,reason_level_2
1,3,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,7,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,8,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,14,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,16,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,18,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,21,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,21,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,23,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,23,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,28,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,29,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,29,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,31,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,33,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,35,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,35,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,37,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,37,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,38,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,38,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,41,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,41,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,43,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,45,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,45,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,47,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,47,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,48,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,48,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,50,6/28/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,50,6/28/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,2,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,3,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,6,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,7,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,8,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,9,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,14,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,14,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,15,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,15,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,16,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,16,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,18,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,18,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,21,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,21,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,23,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,23,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,28,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,28,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,29,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,29,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,29,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,31,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,31,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,31,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,33,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,33,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,33,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,35,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,35,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,37,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,37,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,37,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,38,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,38,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,41,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,41,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,43,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,43,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,43,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,45,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,45,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,45,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,47,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,47,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,47,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,48,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,48,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,48,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,50,6/29/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,50,6/29/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,50,6/29/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,8,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,9,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,14,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,14,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,15,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,15,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,16,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,16,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,18,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,18,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,21,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,21,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,23,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,23,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,23,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,28,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,28,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,28,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,29,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,29,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,29,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,31,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,31,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,31,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,31,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,33,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,33,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,33,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,35,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,35,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,35,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,35,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,37,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,37,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,37,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,37,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,38,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,38,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,38,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,41,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,41,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,41,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,43,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,43,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,43,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,43,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,45,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,45,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,45,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,45,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,47,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,47,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,47,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,48,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,48,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,48,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,48,6/30/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,50,6/30/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,50,6/30/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,50,6/30/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,2,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,2,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,3,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,6,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,7,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,7,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,8,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,8,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,9,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,9,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,14,7/1/2025,SKU-ORG-001,Oranges Navel 4lb,Supply Chain,DC Out of Stock
1,14,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,14,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,15,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,15,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,16,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,16,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,18,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,18,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,18,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,21,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,21,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,21,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,23,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,23,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,23,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,28,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,28,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,28,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,29,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,29,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,29,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,31,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,31,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,31,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,33,7/1/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,33,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,33,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,33,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,35,7/1/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,35,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,35,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,35,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,37,7/1/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,37,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,37,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,37,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,38,7/1/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,38,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
1,38,7/1/2025,SKU-LEF-001,Leafy Greens Spinach 10oz,Supply Chain,DC Out of Stock
1,38,7/1/2025,SKU-BER-001,Berries Strawberries 1lb,Supply Chain,DC Out of Stock
1,41,7/1/2025,SKU-BAN-001,Bananas Cavendish 1lb,Supply Chain,Supplier Delay
1,41,7/1/2025,SKU-APP-001,Apples Gala 3lb,Supply Chain,DC Out of Stock
